,loss,mae,mape,val_loss,val_mae,val_mape
0,0.004978015647060597,0.04509682208299637,39616.02734375,0.0005963144737915891,0.01736532896757126,9.880605697631836
1,0.002509304663752022,0.03141827881336212,40006.7421875,0.0005942923045800481,0.01730726845562458,9.860505104064941
2,0.002483438543223966,0.031302981078624725,34595.35546875,0.0006327544953049862,0.017438771203160286,10.512489318847656
3,0.0024846172852460804,0.03117946721613407,41256.671875,0.0005765496149397834,0.016442904248833656,9.68401050567627
4,0.002483329891265546,0.031153947114944458,38796.265625,0.0005757358881932762,0.01645672507584095,9.67271900177002
5,0.0024471183845205568,0.030886339023709297,38621.39453125,0.0005785726078875999,0.0164314117282629,9.719605445861816
6,0.002441137545912831,0.030744271352887154,37900.51171875,0.0005772433668341412,0.016668109223246574,9.681121826171875
7,0.002441660463944275,0.030784090980887413,41450.2109375,0.0005998598740888313,0.01746857538819313,9.916084289550781
8,0.0024567104509731013,0.03080616518855095,38655.01171875,0.0006728236004427451,0.018278177827596664,11.049236297607422
9,0.0024321173070710085,0.030787913128733635,37614.93359375,0.0005830109855656555,0.01647457480430603,9.786697387695312
10,0.002442643467228987,0.030934879556298256,39016.4765625,0.0005847185681773492,0.016498466953635216,9.809277534484863
11,0.002446179923239738,0.030858922749757767,40123.4296875,0.0006462107186523992,0.017717376351356506,10.694694519042969
12,0.0024520017122312593,0.030685273930430412,35833.75,0.0005839412102353095,0.01648695394396782,9.799477577209473
13,0.0024192572904530663,0.03030107356607914,36330.8359375,0.0005838825261741894,0.01648695208132267,9.798081398010254
14,0.0024253345320552457,0.030662912875413895,38877.41015625,0.0005842855126684638,0.01697719283401966,9.757781028747559
15,0.0024293795421554704,0.03054533526301384,39706.8984375,0.0005762839580572108,0.016416829079389572,9.69035816192627
16,0.0022984683470957273,0.02986246347427368,40240.953125,0.0004289188672832919,0.015657711774110794,9.296409606933594
17,0.0020842017280572607,0.028928300365805626,40269.1484375,0.00022016353621978954,0.010186885483562946,5.943563938140869
18,0.0012994799637395767,0.02267901971936226,35387.84375,0.000360953771557732,0.015846630558371544,8.422863006591797
19,0.0011222932577371989,0.020605338737368584,34154.67578125,0.0001959065145912216,0.010648218914866447,5.801973819732666
20,0.0009312154383905282,0.018576418980956078,23465.9765625,0.00013878929763069667,0.007710716687142849,4.520778179168701
21,0.0008744269270738362,0.017671698704361916,25894.3671875,0.00016679759127001328,0.008742710575461388,5.242815971374512
22,0.0008303549673023929,0.01761547289788723,23982.232421875,0.00016655703899340221,0.008986900560557842,5.142800807952881
23,0.0008110756655731462,0.017471367493271828,31590.9765625,0.00018097953530917373,0.010373720899224281,5.590968132019043
24,0.0007806867236822622,0.016797829419374466,27132.064453125,0.00019217953068703488,0.010921256616711617,5.891773700714111
25,0.0007681734984131999,0.016120530664920807,22381.1015625,0.00012332698503322498,0.007529509719461203,4.370396137237549
26,0.0007171056360570793,0.015896473079919815,23058.177734375,0.00012406974498289434,0.007658751215785742,4.271017074584961
27,0.0006740727201285388,0.015526999719440937,40590.93359375,0.00011853177612061532,0.007243654690682888,4.168149471282959
28,0.0006349576364543362,0.015007496811449528,36408.078125,0.00018972266760514678,0.010948888957500458,5.864366054534912
29,0.0006594619738986842,0.01499231904745102,21278.421875,0.000138582103031871,0.008550615049898624,4.907837390899658
